librispeech_v2,ted_v2,target_an4_v2
39.36931228637695,46.41150665283203,17.715192794799805
34.131690979003906,31.384201049804688,17.304418563842773
31.734577178955078,25.21702766418457,17.027206420898438
25.410964965820312,16.012048721313477,17.259902954101562
21.773117065429688,13.541349411010742,17.289709091186523
19.93929672241211,11.482041358947754,17.465391159057617
17.161542892456055,8.646892547607422,18.077138900756836
15.8319673538208,8.759346008300781,17.41815757751465
15.605362892150879,7.298086643218994,17.818302154541016
18.77787971496582,7.693371295928955,17.58392906188965
14.207077980041504,7.780691623687744,17.32420539855957
11.913708686828613,5.478859901428223,17.30891990661621
13.502448081970215,4.600742340087891,17.53492546081543
10.4345121383667,4.2227067947387695,17.4124698638916
11.509821891784668,4.1092610359191895,16.779504776000977
11.341883659362793,5.568033695220947,16.782073974609375
11.47773551940918,3.8634777069091797,17.42246437072754
10.613543510437012,3.9077770709991455,17.8591251373291
9.745804786682129,5.367639064788818,17.37752342224121
11.16376781463623,3.618535041809082,17.133020401000977
9.781645774841309,2.835172653198242,17.5437068939209
14.661473274230957,3.2551958560943604,16.822826385498047
9.749228477478027,3.5517525672912598,16.998394012451172
7.7869873046875,2.8672757148742676,16.45890235900879
7.995234489440918,2.5658035278320312,16.384363174438477
7.970861911773682,4.006800651550293,16.768484115600586
7.419607639312744,5.228156566619873,17.173704147338867
5.458224296569824,4.391059398651123,16.733482360839844
5.1444292068481445,6.039493560791016,16.6771240234375
4.096425533294678,3.9847991466522217,16.22279167175293
5.312612533569336,2.9804046154022217,16.31669807434082
6.725612640380859,1.6940627098083496,16.33513832092285
5.021486759185791,1.0532009601593018,16.261140823364258
10.699241638183594,1.7542533874511719,16.31995391845703
9.308277130126953,0.621420681476593,16.373981475830078
6.148884296417236,1.3503954410552979,17.38384437561035
4.354698181152344,2.1558971405029297,16.61592674255371
6.935678005218506,1.9212148189544678,16.740907669067383
4.837259769439697,1.0402251482009888,16.977277755737305
5.465492248535156,1.8359766006469727,16.959177017211914
6.65175199508667,1.7600047588348389,17.19443702697754
4.116145133972168,1.4538077116012573,17.026229858398438
4.089179039001465,1.7892855405807495,17.097835540771484
3.9653642177581787,1.3178037405014038,16.57505989074707
4.317698955535889,1.333880066871643,17.271896362304688
2.881779909133911,1.756789207458496,16.78852081298828
