librispeech_v1,ted_v1,target_an4_v1
33.554100036621094,11.799210548400879,11.300821304321289
25.901966094970703,9.478519439697266,11.254630088806152
21.897340774536133,8.012866973876953,11.278482437133789
22.578128814697266,7.045124053955078,11.27635669708252
16.039865493774414,6.343292236328125,11.242759704589844
16.50050926208496,6.4226155281066895,11.226821899414062
15.957650184631348,6.270904064178467,11.24602222442627
14.628400802612305,6.206666946411133,11.258688926696777
13.401187896728516,5.81691837310791,11.306937217712402
12.730646133422852,5.4783854484558105,11.331210136413574
11.249919891357422,5.027379989624023,11.36650276184082
12.746320724487305,4.75944709777832,11.353690147399902
13.376994132995605,5.005402565002441,11.344985008239746
10.439840316772461,4.78523588180542,11.298152923583984
10.549067497253418,4.6792778968811035,11.348204612731934
9.540143966674805,4.161806106567383,11.318045616149902
8.590811729431152,3.9859883785247803,11.230643272399902
9.08350944519043,3.9362921714782715,11.196696281433105
9.340383529663086,4.055568218231201,11.184127807617188
8.444609642028809,3.5920352935791016,11.205130577087402
10.85321044921875,3.535574436187744,11.172061920166016
8.251077651977539,3.3809053897857666,11.167214393615723
6.677746772766113,3.0764150619506836,11.198506355285645
6.498867988586426,3.29008150100708,11.1690673828125
6.485782146453857,3.552280902862549,11.268745422363281
5.628165245056152,2.794395923614502,11.146565437316895
6.336812973022461,2.481825828552246,11.110823631286621
5.961867332458496,2.65916109085083,11.112162590026855
5.989603519439697,2.795215368270874,11.196292877197266
4.5964555740356445,3.272336721420288,11.075728416442871
5.956986427307129,2.5847253799438477,11.156821250915527
4.625494480133057,2.2733116149902344,11.048805236816406
4.326095104217529,2.1249656677246094,11.008618354797363
5.642148017883301,1.8816086053848267,11.05910587310791
4.255514144897461,2.043642997741699,11.059266090393066
4.37147855758667,1.96417236328125,10.988484382629395
6.400845050811768,1.8591156005859375,10.925069808959961
2.8862390518188477,1.9279258251190186,11.035483360290527
4.956156253814697,2.1363680362701416,11.046769142150879
2.98423433303833,1.862591028213501,11.069815635681152
3.3496267795562744,2.4357621669769287,10.997055053710938
3.6299946308135986,1.7607128620147705,10.96560287475586
3.291640520095825,1.8705496788024902,10.943546295166016
3.3736581802368164,1.8724478483200073,11.05058479309082
2.9512860774993896,1.716665267944336,10.967398643493652
4.032238960266113,1.4424692392349243,11.02122688293457
3.057417392730713,1.691762924194336,11.005240440368652
3.474696636199951,1.7212162017822266,11.054929733276367
2.809932231903076,1.4921785593032837,11.054763793945312
3.6238033771514893,1.4966851472854614,11.121947288513184
2.525441884994507,1.3976749181747437,11.105376243591309
3.2774221897125244,1.2148081064224243,11.097908020019531
2.8632283210754395,1.5063868761062622,11.15229320526123
3.175140619277954,1.0810490846633911,11.020124435424805
3.2553622722625732,1.125433325767517,11.037405014038086
2.595546245574951,1.3835233449935913,11.125850677490234
2.240938425064087,1.5977059602737427,11.159650802612305
2.024876832962036,1.5755959749221802,11.04135513305664
2.2268450260162354,1.6347317695617676,11.011290550231934
2.5053534507751465,1.5518866777420044,11.017716407775879
2.809195041656494,1.5580378770828247,11.057472229003906
2.80867338180542,0.9610806107521057,10.99317741394043
3.2716915607452393,0.893305778503418,11.043044090270996
1.798682451248169,1.0919848680496216,11.089969635009766
2.0303940773010254,1.4709469079971313,10.917277336120605
2.2939045429229736,1.1238534450531006,10.950225830078125
2.2553088665008545,1.0174281597137451,10.95481014251709
2.7935922145843506,0.9647142291069031,10.973488807678223
2.1179275512695312,0.7861097455024719,10.990591049194336
1.1973116397857666,0.9870190024375916,11.077187538146973
1.7081137895584106,1.1166034936904907,11.115996360778809
1.6756764650344849,1.1748534440994263,11.096168518066406
2.090287446975708,1.1157402992248535,11.025286674499512
1.394374966621399,1.197157382965088,11.15961742401123
1.1577461957931519,0.9570285081863403,10.961252212524414
3.219670295715332,0.9200254082679749,10.964479446411133
0.7600786685943604,0.7888197302818298,11.042190551757812
1.2987972497940063,1.4213207960128784,10.994333267211914
1.0416079759597778,0.8094549179077148,10.946950912475586
1.72709059715271,0.6196995377540588,11.012925148010254
1.2478070259094238,0.8147972226142883,10.925213813781738
1.664316177368164,0.8501723408699036,10.951908111572266
1.4009333848953247,0.7892590165138245,10.892135620117188
1.1652640104293823,0.6635570526123047,10.852239608764648
0.9423512816429138,0.8590883612632751,10.964722633361816
1.0239720344543457,1.2127469778060913,10.976186752319336
0.7135210037231445,0.7176077961921692,11.030292510986328
