an4_v1,librispeech_v1,target_ted_v1
14.445789337158203,60.54767608642578,16.861360549926758
14.204991340637207,43.24454116821289,16.327529907226562
13.746899604797363,35.86225128173828,16.183677673339844
13.539280891418457,30.645814895629883,16.372793197631836
13.118077278137207,31.14718246459961,16.406002044677734
12.809798240661621,24.644804000854492,16.371652603149414
12.360556602478027,20.77933120727539,16.45146369934082
11.99770450592041,24.673236846923828,16.277170181274414
11.969804763793945,19.33798599243164,16.7091064453125
11.597925186157227,21.387697219848633,16.561426162719727
11.383418083190918,18.889907836914062,17.125492095947266
11.263541221618652,16.01822280883789,16.86701011657715
11.003548622131348,16.797651290893555,16.473487854003906
10.755468368530273,19.55744171142578,16.217891693115234
10.627250671386719,14.639311790466309,16.179716110229492
10.428328514099121,13.690046310424805,16.19080924987793
10.2750244140625,13.946162223815918,15.838415145874023
10.124079704284668,11.752903938293457,16.164735794067383
9.889877319335938,11.569347381591797,15.821505546569824
9.716659545898438,9.644549369812012,16.302425384521484
9.526995658874512,7.75451135635376,16.597103118896484
9.25899887084961,8.952262878417969,16.212905883789062
9.104547500610352,6.51464319229126,16.802671432495117
8.79984188079834,9.666321754455566,16.380306243896484
8.66265869140625,6.802798271179199,16.10947036743164
8.24230670928955,6.668216705322266,15.882676124572754
8.07168197631836,6.947646141052246,16.25972557067871
7.805444240570068,6.505014896392822,15.902017593383789
7.576713562011719,6.151100158691406,16.48511505126953
7.40656042098999,7.422549724578857,16.158491134643555
7.207061290740967,3.531114101409912,16.84151268005371
6.9709086418151855,4.822003364562988,16.4271240234375
6.848194599151611,4.724358558654785,15.975316047668457
6.678759574890137,4.7104172706604,15.850156784057617
6.621863842010498,6.84143590927124,15.789432525634766
6.531818866729736,4.8762030601501465,15.443626403808594
6.396736145019531,4.5105414390563965,15.900845527648926
6.205931663513184,4.325380802154541,15.980022430419922
6.162196159362793,4.837234973907471,15.785161018371582
6.059741973876953,4.174220561981201,16.027273178100586
5.919454574584961,4.569009780883789,16.10691261291504
5.7436394691467285,4.575376987457275,15.632705688476562
5.674042701721191,5.089920520782471,16.317047119140625
5.582889080047607,4.770711421966553,15.436287879943848
5.491954326629639,3.998405694961548,15.626618385314941
5.43194580078125,5.524084568023682,15.854080200195312
5.334961414337158,5.924118518829346,15.493321418762207
5.3072099685668945,2.8312735557556152,16.544889450073242
5.221271991729736,2.6975009441375732,16.494413375854492
5.0884904861450195,3.103347063064575,16.698810577392578
4.963511943817139,3.036505699157715,15.63255786895752
4.886229038238525,2.4497570991516113,15.839378356933594
4.803308010101318,1.8099507093429565,16.30232810974121
4.675345420837402,1.8835394382476807,15.419185638427734
4.602819919586182,2.7431693077087402,15.744940757751465
4.5603346824646,1.8409315347671509,15.341679573059082
4.484213829040527,2.7450194358825684,15.360347747802734
4.433748722076416,2.049075126647949,15.524914741516113
4.346955299377441,2.9057490825653076,15.321329116821289
4.301262855529785,2.1456687450408936,15.626290321350098
4.294654846191406,1.421234130859375,15.471341133117676
4.16062593460083,1.790884017944336,16.497894287109375
4.070894718170166,1.6306053400039673,15.726956367492676
4.033885478973389,2.5164356231689453,16.062000274658203
3.906905174255371,2.1749813556671143,16.358041763305664
3.948873519897461,1.5235830545425415,15.816650390625
3.901045083999634,0.8633409738540649,16.196090698242188
3.808298110961914,1.9365205764770508,15.931958198547363
3.62430739402771,1.1163040399551392,16.334270477294922
3.7970211505889893,0.6755349636077881,16.051162719726562
3.5857701301574707,1.6524723768234253,16.608989715576172
3.3874552249908447,1.968658685684204,15.635759353637695
3.3028717041015625,0.8649473190307617,16.10041618347168
3.2564871311187744,3.5990474224090576,15.996811866760254
3.2315139770507812,1.4400659799575806,16.431304931640625
3.2278189659118652,1.9523662328720093,15.407384872436523
3.208278179168701,1.7371007204055786,16.004009246826172
3.2071239948272705,4.706449031829834,17.49526023864746
3.2200872898101807,1.1234776973724365,16.15513801574707
3.1641902923583984,2.3039798736572266,16.91514778137207
3.0624301433563232,2.401259183883667,16.945215225219727
3.016810417175293,1.442911148071289,16.680932998657227
3.014470338821411,1.0722945928573608,16.640485763549805
3.0409939289093018,1.2489012479782104,16.934762954711914
2.9227428436279297,1.240379810333252,16.918861389160156
2.905694007873535,0.9564448595046997,15.899264335632324
2.7516489028930664,0.9569994211196899,16.48381996154785
2.742600917816162,0.6799258589744568,16.566001892089844
2.7046749591827393,1.2364176511764526,16.963510513305664
2.6821348667144775,0.834169328212738,16.531654357910156
2.7098257541656494,0.8090912103652954,16.588237762451172
2.6608963012695312,2.4864394664764404,16.83629035949707
2.5274856090545654,2.135179281234741,16.949243545532227
2.4935808181762695,0.45244213938713074,17.160518646240234
2.458645820617676,1.4574817419052124,16.369462966918945
2.3743479251861572,0.5715377926826477,16.39397621154785
2.435683012008667,0.9226418733596802,16.45779800415039
2.4316599369049072,1.4097274541854858,16.32135772705078
2.3364338874816895,1.430236577987671,17.040740966796875
2.3134353160858154,1.5416346788406372,16.833999633789062
2.2813260555267334,2.0802371501922607,16.93590545654297
2.2473304271698,0.8933712840080261,16.600343704223633
2.2232229709625244,1.0688461065292358,16.269733428955078
2.200704574584961,1.40190851688385,16.722332000732422
2.2056937217712402,0.9681688547134399,16.14608383178711
2.4566962718963623,0.36293745040893555,16.049970626831055
2.3457703590393066,0.6322577595710754,15.775763511657715
2.17061185836792,0.34277063608169556,16.14818572998047
2.1669118404388428,0.7279411554336548,15.849430084228516
2.076504945755005,0.31545490026474,16.187742233276367
2.357163906097412,1.1378477811813354,16.030088424682617
2.075554847717285,3.161388635635376,16.343061447143555
1.9377554655075073,3.2551140785217285,16.190994262695312
1.9574908018112183,2.678647041320801,16.68557357788086
1.9215790033340454,0.6308800578117371,15.615249633789062
1.9768060445785522,1.6773897409439087,15.567319869995117
1.8977911472320557,0.567436933517456,15.972126007080078
1.8547613620758057,0.6363134980201721,15.635224342346191
1.8864601850509644,0.63844895362854,15.189040184020996
1.9052257537841797,0.5784584879875183,15.73017406463623
1.8747440576553345,0.18748950958251953,15.610492706298828
1.9314982891082764,3.9342410564422607,15.603412628173828
1.7777482271194458,1.2681365013122559,15.383538246154785
1.7244563102722168,1.3001106977462769,15.260719299316406
1.7314801216125488,0.3166535496711731,15.807455062866211
1.7364388704299927,0.9162570238113403,15.737590789794922
1.8262536525726318,0.25665485858917236,15.733659744262695
2.6209373474121094,0.042591553181409836,15.589713096618652
2.392995834350586,0.03491678088903427,15.669233322143555
2.2695233821868896,0.018843647092580795,15.727096557617188
2.090245485305786,0.010454520583152771,15.700109481811523
2.109123468399048,0.00821863766759634,15.806968688964844
1.97616446018219,0.00416612857952714,15.713654518127441
1.948357105255127,0.004933742806315422,15.985163688659668
1.8310400247573853,0.0043413834646344185,15.806139945983887
1.8244999647140503,0.005108991172164679,16.026033401489258
1.7061667442321777,0.004369591362774372,15.87385082244873
1.7106797695159912,0.005803159438073635,16.08019256591797
1.5897217988967896,0.004774943459779024,16.03120231628418
1.6020097732543945,0.00564547860994935,16.070877075195312
1.4842545986175537,0.0062675438821315765,15.998953819274902
1.5044407844543457,0.010082091204822063,16.072660446166992
1.3620027303695679,0.41714438796043396,15.868252754211426
1.197275161743164,0.7063692808151245,15.877277374267578
1.151680827140808,0.7828612327575684,15.280732154846191
1.1387083530426025,0.6342111825942993,16.64626693725586
1.1332026720046997,1.9473553895950317,15.961333274841309
1.1023105382919312,1.032633900642395,15.785057067871094
1.1061525344848633,1.190443754196167,16.002063751220703
1.1065679788589478,0.40489333868026733,15.215588569641113
1.0987865924835205,0.9424359202384949,15.630303382873535
1.0988818407058716,0.5907691121101379,15.755393981933594
1.0949335098266602,3.8464393615722656,15.323824882507324
